type,beta,delta,p,c,gamma,roh,alpha,SSR
bootstrap_103,1e-08,0.04342929058832745,156.0,497.10194749312984,0.0002712147890810259,10.0,9.164949779677988,81.3263569622934
bootstrap_104,1e-08,0.044758704842714124,156.0,498.3145469178362,0.0002714386686701238,10.0,9.08950344971344,89.41993380167203
bootstrap_105,1e-08,0.06027084954744037,156.0,500.0,0.000656480900109024,10.0,10.5324,93.33720035536906
bootstrap_106,1e-08,0.02991390220488397,156.0,499.99849754855325,0.00026868012688524687,10.0,10.53231195818799,88.96334879720983
bootstrap_107,1e-08,0.047174746988706454,156.0,497.55639885109554,0.0002696541769504992,10.0,9.161812192844305,89.2226021363569
bootstrap_108,1e-08,0.010505757959453493,156.0,446.93479467228343,0.0005664907539606311,10.0,9.763528770089263,86.69382392099322
bootstrap_109,1e-08,0.04470621820279361,156.0,498.2214610038484,0.0002716632032790272,10.0,9.109013105504502,99.02409583088787
bootstrap_110,1e-08,0.03324258832339551,156.0,489.3632942799086,0.0002706734718915684,10.0,10.532392009776137,90.09765547097204
bootstrap_111,1e-08,0.04526031490091108,156.0,497.92987645616626,0.00027180626720311844,10.0,9.095618993059453,89.93387070776922
bootstrap_112,1e-08,0.04449273356455461,156.0,497.7573070658307,0.0002713342705285237,10.0,9.107952212607527,90.9808066539903
bootstrap_113,1e-08,0.060072389851230534,156.0,500.0,0.000656006577845742,10.0,10.5324,92.5428698046956
bootstrap_114,1e-08,0.04163870942273473,156.0,498.87717955734263,0.00026985403074405393,10.0,9.017330783047178,95.24777412812216
bootstrap_115,1e-08,0.04343856131038022,156.0,497.1321125295157,0.0002712205711004854,10.0,9.163519169386586,86.63952216840103
bootstrap_116,1e-08,0.04529410180293855,156.0,496.717617995924,0.00027231134493074544,10.0,9.168755538363053,91.919716691516
bootstrap_117,1e-08,0.04494997715118011,156.0,496.90734034975424,0.00027140386786465344,10.0,9.121786387386523,99.6158298253921
bootstrap_118,1e-08,0.041639376527359925,156.0,498.87731777649776,0.00026985442157748086,10.0,9.017334579223192,88.677388365734
bootstrap_119,1e-08,0.04412714586717392,156.0,493.5199203705055,0.000271202081579895,10.0,9.38402944438176,87.98831846383686
bootstrap_120,1e-08,0.04494959603989937,156.0,496.9097861671345,0.00027140433130705443,10.0,9.121813238311738,95.05545689246541
bootstrap_121,1e-08,0.044977483761447765,156.0,497.20582372301135,0.00027145659689526965,10.0,9.121689046113376,89.84603671795158
bootstrap_122,1e-08,0.010507527990675742,156.0,446.6111084913303,0.0005662156062501344,10.0,9.763464009340638,93.50032603565705
bootstrap_123,1e-08,0.043424790401036,156.0,496.4057910864281,0.0002712515028103189,10.0,9.134296470639773,94.11299753952007
bootstrap_124,1e-08,0.010507538058424769,156.0,446.6120726330524,0.0005662161396890889,10.0,9.763446215359949,89.00195186233776
bootstrap_125,1e-08,0.04514707172680715,156.0,498.5922628659421,0.000271687792679356,10.0,9.079895854256272,89.51426804857729
bootstrap_126,1e-08,0.045102846780200836,156.0,498.70201590048964,0.00027169803787486797,10.0,9.07791717378646,93.62336225156878
bootstrap_127,1e-08,0.060147105329857634,156.0,487.5248114539646,0.0006301996269987392,10.0,10.53238451093516,92.64321383654743
bootstrap_128,1e-08,0.043424790401036,156.0,496.4057910864281,0.0002712515028103189,10.0,9.134296470639773,88.38239656267557
bootstrap_129,1e-08,0.010425458160474084,156.0,447.4805984056385,0.0005628651315492839,10.0,9.814076953537352,89.78500056432881
bootstrap_130,1e-08,0.045124131938346815,156.0,498.70939490517674,0.0002717091535869141,10.0,9.076468444387816,93.62389421136223
bootstrap_131,1e-08,0.01042447449110736,156.0,447.4763014067895,0.0005630839013673712,10.0,9.813818501719354,89.72666977106223
bootstrap_132,1e-08,0.044138249761894996,156.0,493.51845185259253,0.0002712063653491229,10.0,9.383817800776594,93.73342547268841
bootstrap_133,1e-08,0.044145557890499856,156.0,493.53862995919724,0.0002712110751672749,10.0,9.383219905225136,89.98217331981046
bootstrap_134,1e-08,0.031239060402684666,156.0,499.99914704506557,0.00026953450192497574,10.0,10.5321341896652,100.40157363285269
bootstrap_135,1e-08,0.04526734727994037,156.0,497.92634585112205,0.00027180668284183096,10.0,9.09510463180803,86.80837612268114
bootstrap_136,1e-08,0.030615842993574838,156.0,500.0,0.0002691088723249256,10.0,10.532263283041134,93.83805399976504
bootstrap_137,1e-08,0.045102846780200836,156.0,498.70201590048964,0.00027169803787486797,10.0,9.07791717378646,90.03734302158095
bootstrap_138,1e-08,0.04516973321175151,156.0,497.0774609062497,0.00027152020470447763,10.0,9.125111889060438,83.69369697999761
bootstrap_139,1e-08,0.0459922235091586,156.0,498.0185717669265,0.0002725637800327902,10.0,8.993554942796969,91.44388290218257
bootstrap_140,1e-08,0.010234011975579715,156.0,474.66001913186244,0.0005775433949563287,10.0,9.979776096388765,91.36444933426553
bootstrap_141,1e-08,0.045051379576438885,156.0,498.6425987795939,0.00027166507582228946,10.0,9.08104922980148,91.68367381069045
bootstrap_142,1e-08,0.029916149672245144,156.0,499.99863598064724,0.0002686816164334977,10.0,10.53231799133956,87.20075706979425
bootstrap_143,1e-08,0.043430632957944255,156.0,496.4176584958844,0.00027125622382751,10.0,9.134086074430513,93.07120576160068
bootstrap_144,1e-08,0.04442910222116905,156.0,497.79208715179067,0.0002713115142497889,10.0,9.107269402526153,98.69250305949919
bootstrap_145,1e-08,0.06113172041472141,156.0,474.44035252149973,0.0006343876905930583,10.0,10.5324,96.25642699189184
bootstrap_146,1e-08,0.010067533166410032,871.738409644947,480.8751755261811,0.0007933073874515991,10.0,10.308139347588796,96.37249578897476
bootstrap_147,1e-08,0.05734502055828472,156.0,500.0,0.0006087095415766919,10.0,10.532249617960854,96.09588833885134
bootstrap_148,1e-08,0.031048099632690045,156.0,499.9992686952542,0.00026941821273367345,10.0,10.532278417707552,87.65732346608294
bootstrap_149,1e-08,0.048125736833887614,156.0,499.90120958120986,0.0002700612474150442,10.0,9.116525355797222,89.19310509862376
